,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low
1209,Myanmar,Southeast Asia,126,4.394,,1.038,0.829,0.491,0.513,0.194,0.452,0.877,2022,,,,
1210,Sri Lanka,South Asia,127,4.362,,1.415,0.934,0.66,0.529,0.079,0.15,0.595,2022,,,,
1211,Madagascar*,Sub-Saharan Africa,128,4.339,,0.67,0.645,0.378,0.202,0.154,0.143,2.148,2022,,,,
1212,Egypt,Middle East and North Africa,129,4.288,,1.388,0.732,0.548,0.469,0.254,0.041,0.856,2022,,,,
1213,Chad*,Sub-Saharan Africa,130,4.251,,0.662,0.506,0.225,0.18,0.077,0.182,2.419,2022,,,,
1214,Ethiopia,Sub-Saharan Africa,131,4.241,,0.788,0.809,0.457,0.472,0.136,0.205,1.375,2022,,,,
1215,Yemen*,Middle East and North Africa,132,4.197,,0.691,1.043,0.384,0.33,0.098,0.09,1.561,2022,,,,
1216,Mauritania*,Sub-Saharan Africa,133,4.153,,1.1,0.865,0.45,0.304,0.138,0.088,1.207,2022,,,,
1217,Jordan,Middle East and North Africa,134,4.152,,1.324,0.724,0.675,0.476,0.2,0.058,0.695,2022,,,,
1218,Togo,Sub-Saharan Africa,135,4.112,,0.771,0.322,0.36,0.292,0.132,0.174,2.061,2022,,,,
1219,India,South Asia,136,3.777,,1.167,0.376,0.471,0.647,0.123,0.198,0.795,2022,,,,
1220,Zambia,Sub-Saharan Africa,137,3.76,,0.93,0.577,0.306,0.525,0.083,0.203,1.135,2022,,,,
1221,Malawi,Sub-Saharan Africa,138,3.75,,0.648,0.279,0.388,0.477,0.157,0.14,1.661,2022,,,,
1222,Tanzania,Sub-Saharan Africa,139,3.702,,0.848,0.597,0.425,0.578,0.27,0.248,0.735,2022,,,,
1223,Sierra Leone,Sub-Saharan Africa,140,3.574,,0.686,0.416,0.273,0.387,0.055,0.202,1.556,2022,,,,
1224,Lesotho*,Sub-Saharan Africa,141,3.512,,0.839,0.848,0.0,0.419,0.018,0.076,1.312,2022,,,,
1225,Botswana*,Sub-Saharan Africa,142,3.471,,1.503,0.815,0.28,0.571,0.102,0.012,0.187,2022,,,,
1226,Rwanda*,Sub-Saharan Africa,143,3.268,,0.785,0.133,0.462,0.621,0.544,0.187,0.536,2022,,,,
1227,Zimbabwe,Sub-Saharan Africa,144,2.995,,0.947,0.69,0.27,0.329,0.105,0.106,0.548,2022,,,,
1228,Lebanon,Middle East and North Africa,145,2.955,,1.392,0.498,0.631,0.103,0.034,0.082,0.216,2022,,,,
1229,Afghanistan,South Asia,146,2.404,,0.758,0.0,0.289,0.0,0.005,0.089,1.263,2022,,,,
